State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC","Karbuja(Musk Melon)",Karbhuja,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,8000,12000,10000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,8000,12000,10000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,2500,3500,3000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2400,2400,2400
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2400,2400,2400
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,12/03/2026,2000,2000,2000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,12/03/2026,1200,1200,1200
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,2600,2600,2600
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Potato,Other,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,7000,7500,7250
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,4000,4500,4250
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,10000,11000,10500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Banana,"Red Banana",Local,12/03/2026,6000,7000,6500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Potato,Other,Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC",Potato,Other,Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,8000,9000,8500
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,12/03/2026,4000,4500,4250
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Brinjal,Other,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,6500,7000,6750
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,12/03/2026,1500,1800,1650
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,12/03/2026,3800,4500,4150
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,12/03/2026,4500,4800,4650
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1300,1600,1450
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,5500,5800,5650
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,2500,2800,2650
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,12/03/2026,16000,18000,17000
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,800,1000,900
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,12/03/2026,8000,8000,8000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1500,1500,1500
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,8000,8000,8000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,12/03/2026,5000,5000,5000
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC","Green Chilli","Green Chilly",Local,12/03/2026,4300,4800,4550
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Cowpea(Veg),"Cowpea (Veg)",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Pineapple,"Pine Apple",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Ashgourd,Gouard,Local,12/03/2026,1600,1800,1700
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Tapioca,Tapioca,Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Snakeguard,Snakeguard,Local,12/03/2026,3300,3500,3400
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Lemon,Lemon,Local,12/03/2026,12000,13000,12500
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,12/03/2026,4000,4500,4250
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,12/03/2026,2400,2600,2500
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,12/03/2026,3600,4000,3800
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,2000,2400,2200
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,12/03/2026,7500,8000,7750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,12/03/2026,4000,4500,4250
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Pomegranate,Pomogranate,Local,12/03/2026,20000,22000,21000
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,5500,6000,5750
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,12/03/2026,4500,4800,4650
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,10000,11000,10500
"Tamil Nadu",Vellore,"Thirupathur APMC","Banana - Green","Banana - Green",Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Thirupathur APMC",Potato,"Red Nanital",Local,12/03/2026,3600,3600,3600
"Tamil Nadu",Vellore,"Thirupathur APMC",Brinjal,Round,Local,12/03/2026,2000,2000,2000
"Tamil Nadu",Vellore,"Thirupathur APMC","Arhar(Tur/Red Gram)(Whole)","Arhar (Whole)",Local,12/03/2026,6000,6000,6000
"Tamil Nadu",Vellore,"Thirupathur APMC","Cluster beans","Cluster Beans",Local,12/03/2026,4500,4500,4500
"Tamil Nadu",Vellore,"Thirupathur APMC",Ashgourd,Gouard,Local,12/03/2026,2000,2000,2000
"Tamil Nadu",Vellore,"Thirupathur APMC",Beans,"Beans (Whole)",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Thirupathur APMC",Thondekai,Thondekai,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Thirupathur APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,8000,8000,8000
"Tamil Nadu",Vellore,"Thirupathur APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Thirupathur APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,12/03/2026,6000,6000,6000
"Tamil Nadu",Vellore,"Thirupathur APMC",Lemon,Lemon,Local,12/03/2026,6000,6000,6000
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,12/03/2026,14000,15000,14500
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Tomato,Local,Local,12/03/2026,800,1000,900
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,3000,3500,3250
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,4000,4500,4250
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Tomato,Local,Local,12/03/2026,1600,2000,1800
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,12/03/2026,3600,4000,3800
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1600,2000,1800
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,2500,3000,2750
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,3200,3500,3350
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,12/03/2026,3500,4000,3750
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,12/03/2026,4500,5000,4750
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,12/03/2026,6000,6500,6250
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,1600,2000,1800
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,4500,5000,4750
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,4500,5000,4750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2500,2800,2650
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,12/03/2026,16000,17000,16500
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,12/03/2026,3000,3500,3250
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,5500,6000,5750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,12/03/2026,22000,24000,23000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,12/03/2026,1300,1500,1400
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,2200,2500,2350
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,800,1000,900
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,12/03/2026,1200,1500,1350
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,1800,2000,1900
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,12/03/2026,2000,2400,2200
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2500,3000,2750
Odisha,Bargarh,"Attabira APMC",Brinjal,Other,Local,12/03/2026,1600,2000,1800
"West Bengal","Paschim Bardhaman","Asansol APMC",Rice,Fine,FAQ,12/03/2026,4675,4885,4850
"West Bengal","Paschim Bardhaman","Asansol APMC",Brinjal,Other,FAQ,12/03/2026,2400,2650,2550
"Himachal Pradesh",Kangra,"SMY Palampur",Banana,"Banana - Ripe",Medium,12/03/2026,4800,5000,4900
"Himachal Pradesh",Kangra,"SMY Palampur",Apple,Apple,Medium,12/03/2026,13500,14000,13800
"Himachal Pradesh",Kangra,"SMY Palampur","Mousambi(Sweet Lime)",Mousambi,Medium,12/03/2026,5200,5500,5300
"Himachal Pradesh",Kangra,"SMY Palampur",Grapes,Other,Medium,12/03/2026,11000,15000,12500
"Himachal Pradesh",Kangra,"SMY Palampur",Tomato,Tomato,FAQ,12/03/2026,2800,3000,2900
Rajasthan,Jalore,"Jalore APMC",Ridgeguard(Tori),Other,Local,12/03/2026,1500,2000,1800
Punjab,Tarntaran,"Patti APMC",Brinjal,Other,Local,12/03/2026,4500,4500,4500
Punjab,Tarntaran,"Patti APMC",Raddish,Raddish,Local,12/03/2026,400,400,400
Uttarakhand,Dehradoon,"Vikasnagar APMC",Guava,Other,Medium,12/03/2026,1600,2800,2800
Uttarakhand,Dehradoon,"Vikasnagar APMC",Pomegranate,Other,Medium,12/03/2026,4500,5500,5500
Uttarakhand,Dehradoon,"Vikasnagar APMC",Ginger(Green),"Green Ginger",Medium,12/03/2026,2200,2200,2200
Uttarakhand,Dehradoon,"Vikasnagar APMC",Cauliflower,Other,Medium,12/03/2026,300,500,500
"Uttar Pradesh",Mau(Maunathbhanjan),"Kopaganj APMC",Apple,Apple,"Grade B",12/03/2026,7300,7300,7300
"Uttar Pradesh",Mau(Maunathbhanjan),"Kopaganj APMC",Cucumbar(Kheera),Cucumbar,FAQ,12/03/2026,1700,1700,1700
Kerala,Kottayam,"Athirampuzha APMC",Brinjal,Brinjal,FAQ,12/03/2026,2000,2200,2100
Kerala,Kottayam,"Athirampuzha APMC",Capsicum,Capsicum,FAQ,12/03/2026,4500,4700,4600
Kerala,Kottayam,"Athirampuzha APMC",Colacasia,Other,FAQ,12/03/2026,4500,4700,4600
Kerala,Kottayam,"Athirampuzha APMC",Cucumbar(Kheera),Cucumbar,FAQ,12/03/2026,1600,1800,1700
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,12/03/2026,5000,5000,5000
