Arrival_Date,State,District,Market,Commodity,Min_Price,Max_Price,Modal_Price,Volatility
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Tomato,1400,1600,1500,200
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Bottle gourd,1500,2000,1750,500
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Pumpkin,1500,1500,1500,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Green Chilli,3600,3600,3600,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Ginger(Green),6500,6500,6500,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Capsicum,3600,3600,3600,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),8000,8000,8000,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),3500,3500,3500,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Yam(Ratalu),2500,2500,2500,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Lemon,8000,8000,8000,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Mint(Pudina),4000,4000,4000,0
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Green Chilli,4500,5000,4750,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Onion,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Brinjal,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Tomato,1000,1500,1250,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Cluster beans,3500,4000,3750,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Ashgourd,2000,2500,2250,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Banana - Green,3000,3600,3300,600
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Beetroot,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),5000,6000,5500,1000
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Chow Chow,2500,2800,2650,300
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Lime,15000,16000,15500,1000
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Lemon,12000,13000,12500,1000
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Colacasia,5000,6000,5500,1000
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Green Chilli,4500,5000,4750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Cauliflower,3500,4000,3750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Bottle gourd,1000,1500,1250,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Banana - Green,3500,4000,3750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Ginger(Green),7500,8000,7750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Coconut,5500,6000,5750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Cabbage,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Onion Green,3500,4000,3750,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Potato,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Cauliflower,3000,3500,3250,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Tomato,1800,2000,1900,200
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Pumpkin,2000,2500,2250,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Beans,6500,7000,6750,500
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3000,3600,3300,600
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Cluster beans,3200,4000,3600,800
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Pumpkin,2000,2500,2250,500
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Coconut,4500,5600,5050,1100
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Carrot,3600,4500,4050,900
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Guava,3200,4000,3600,800
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Cabbage,3000,3500,3250,500
2026-12-03,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Green Chilli,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Brinjal,3500,4000,3750,500
2026-12-03,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Coriander(Leaves),4500,5000,4750,500
2026-12-03,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Carrot,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Cabbage,1500,2000,1750,500
2026-12-03,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Chow Chow,2500,3000,2750,500
2026-12-03,Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ) APMC,Water Melon,2500,3000,2750,500
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Green Chilli,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Tomato,2000,2000,2000,0
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Green Avare(W),3000,3000,3000,0
2026-12-03,Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Grapes,9000,10000,9500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Potato,2500,3000,2750,500
2026-12-03,Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Tomato,1500,2000,1750,500
2026-12-03,Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Bitter gourd,3500,4000,3750,500
2026-12-03,Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Guava,5000,6000,5500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Banana - Green,3500,4000,3750,500
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Cluster beans,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Coconut,7000,8000,7500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3000,4000,3500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Guava,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),8000,9000,8500,1000
2026-12-03,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Bottle gourd,2000,2500,2250,500
2026-12-03,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),2400,2400,2400,0
2026-12-03,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Banana - Green,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Drumstick,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Knool Khol,2400,2400,2400,0
2026-12-03,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3000,4000,3500,1000
2026-12-03,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Indian Beans(Seam),4000,4000,4000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Garlic,14000,14000,14000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Coconut,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3000,3000,3000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),4000,4000,4000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Raddish,2000,2000,2000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,5000,5000,5000,0
2026-12-03,Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Cabbage,2000,2500,2250,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Cowpea(Veg),2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Cauliflower,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Bottle gourd,1000,1500,1250,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3000,4000,3500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Green Avare(W),4000,5000,4500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Drumstick,3000,4000,3500,1000
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Cowpea(Veg),3000,3500,3250,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Banana,3500,4000,3750,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Onion,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Cauliflower,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Tomato,1200,1600,1400,400
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Bitter gourd,4500,5000,4750,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4500,5000,4750,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Beetroot,2500,5000,3750,2500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),4500,5000,4750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Cauliflower,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Papaya,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Amaranthus,2000,2500,2250,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Banana - Green,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Ginger(Green),6000,7000,6500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Snakeguard,2000,2500,2250,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Raddish,2000,2500,2250,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Green Avare(W),4500,5000,4750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),3000,3500,3250,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Tamarind Fruit,13000,14000,13500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Lemon,12000,13000,12500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Amla(Nelli Kai),5000,6000,5500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Onion Green,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Mint(Pudina),1800,2000,1900,200
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Cluster beans,3500,3800,3650,300
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Bitter gourd,4500,4800,4650,300
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Banana - Green,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Coconut,5500,6000,5750,500
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Beetroot,2000,2600,2300,600
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Drumstick,4500,5000,4750,500
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Tender Coconut,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),6500,7000,6750,500
2026-12-03,Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Onion,2000,3000,2500,1000
2026-12-03,Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Papaya,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Cluster beans,3000,4000,3500,1000
2026-12-03,Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),2000,3000,2500,1000
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Mango,8000,8000,8000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Onion,2500,2500,2500,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Beans,4000,4000,4000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Cabbage,3000,3000,3000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Snakeguard,3000,3000,3000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Mint(Pudina),2000,2000,2000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Groundnut,8000,8000,8000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Garlic,15000,15000,15000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),4000,4000,4000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Thondekai,5000,5000,5000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Mashrooms,20000,20000,20000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Papaya,2500,2500,2500,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Pumpkin,3000,3000,3000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Amaranthus,4000,4000,4000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Banana - Green,3000,3000,3000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Ginger(Green),9000,9000,9000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Drumstick,4000,4000,4000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),8000,8000,8000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),8000,8000,8000,0
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Banana,3500,4000,3750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Bottle gourd,1600,1800,1700,200
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Amaranthus,800,1000,900,200
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Raddish,3500,4000,3750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Drumstick,5500,6000,5750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Mango(Raw-Ripe),3500,4000,3750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Tender Coconut,3500,4000,3750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Amla(Nelli Kai),5500,6000,5750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Mint(Pudina),5500,6000,5750,500
2026-12-03,Madhya Pradesh,Chhatarpur,Chhatarpur APMC,Wheat,2300,2300,2300,0
2026-12-03,Madhya Pradesh,Mandla,Mandla APMC,Wheat,2000,2005,2005,5
2026-12-03,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),3000,3500,3250,500
2026-12-03,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4500,5000,4750,500
2026-12-03,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Coconut,5000,6000,5500,1000
2026-12-03,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Carrot,5500,6000,5750,500
2026-12-03,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Capsicum,5500,6000,5750,500
2026-12-03,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),9000,10000,9500,1000
2026-12-03,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Tamarind Fruit,15000,17000,16000,2000
2026-12-03,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Indian Beans(Seam),5500,6000,5750,500
2026-12-03,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Mashrooms,21000,22000,21500,1000
2026-12-03,Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Cauliflower,1500,2000,1750,500
2026-12-03,Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Coriander(Leaves),4000,4500,4250,500
2026-12-03,Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Bottle gourd,800,1000,900,200
2026-12-03,Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Banana - Green,2500,3000,2750,500
2026-12-03,Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Beans,4500,5000,4750,500
2026-12-03,Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Ginger(Green),6000,6500,6250,500
2026-12-03,Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Carrot,3000,3500,3250,500
2026-12-03,Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Drumstick,3000,3500,3250,500
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Cowpea(Veg),6000,6000,6000,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Garlic,17500,17500,17500,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Bottle gourd,1500,1500,1500,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Green Chilli,4000,4000,4000,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Ginger(Green),8000,8000,8000,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Coconut,5000,5000,5000,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Sweet Potato,4000,4000,4000,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Snakeguard,3000,3000,3000,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Beetroot,3500,3500,3500,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Raddish,2000,2000,2000,0
2026-12-03,Tamil Nadu,Vellore,Thirupathur APMC,Amla(Nelli Kai),6000,6000,6000,0
2026-12-03,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Banana,4500,5000,4750,500
2026-12-03,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Green Peas,5000,6000,5500,1000
2026-12-03,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3500,4000,3750,500
2026-12-03,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Banana - Green,2000,2500,2250,500
2026-12-03,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Sweet Potato,2500,3000,2750,500
2026-12-03,Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Onion,2500,2800,2650,300
2026-12-03,Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Beans,7000,8000,7500,1000
2026-12-03,Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Carrot,3000,3500,3250,500
2026-12-03,Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Raddish,2000,2500,2250,500
2026-12-03,Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3500,4000,3750,500
2026-12-03,Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Potato,3500,4000,3750,500
2026-12-03,Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Tomato,1500,2000,1750,500
2026-12-03,Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Coconut,5500,6000,5750,500
2026-12-03,Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Carrot,2500,3000,2750,500
2026-12-03,Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Raddish,2500,3000,2750,500
2026-12-03,Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3500,4000,3750,500
2026-12-03,Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Lemon,14000,15000,14500,1000
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Banana,5000,6000,5500,1000
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Onion,2200,2500,2350,300
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Coriander(Leaves),4200,4500,4350,300
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Green Peas,4400,4800,4600,400
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Bitter gourd,2000,2200,2100,200
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Beans,4400,4800,4600,400
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Carrot,3200,3400,3300,200
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Cabbage,1200,1500,1350,300
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Snakeguard,1400,1600,1500,200
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Green Avare(W),4200,4500,4350,300
2026-12-03,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Yam(Ratalu),4400,4800,4600,400
2026-12-03,Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Brinjal,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Beans,5000,6000,5500,1000
2026-12-03,Odisha,Bargarh,Attabira APMC,Cabbage,1300,1700,1500,400
2026-12-03,West Bengal,Paschim Bardhaman,Asansol APMC,Peas(Dry),6450,6750,6550,300
2026-12-03,West Bengal,Paschim Bardhaman,Asansol APMC,Green Gram Dal(Moong Dal),11850,12100,12065,250
2026-12-03,West Bengal,Paschim Bardhaman,Asansol APMC,Masur Dal,9665,9875,9825,210
2026-12-03,West Bengal,Paschim Bardhaman,Asansol APMC,Ginger(Green),6500,6800,6650,300
2026-12-03,Himachal Pradesh,Kangra,SMY Palampur,Pineapple,5000,5200,5100,200
2026-12-03,Himachal Pradesh,Kangra,SMY Palampur,Capsicum,4000,4200,4100,200
2026-12-03,Rajasthan,Jalore,Jalore APMC,Brinjal,500,800,600,300
2026-12-03,Rajasthan,Jalore,Jalore APMC,Beetroot,1500,2000,1800,500
